sample,species
039353.png,tilia
083537.png,corylus
049624.png,corylus
088195.png,tilia
031360.png,carpinus
048256.png,tilia
073867.png,cupressaceae
102301.png,quercus
030965.png,corylus
046563.png,tilia
040383.png,tilia
108272.png,betula
078318.png,cupressaceae
052698.png,picea
108359.png,fagus
042401.png,cupressaceae
072501.png,fagus
028328.png,carpinus
032653.png,populus
002393.png,fraxinus
067453.png,fraxinus
093749.png,fagus
104540.png,fagus
023723.png,quercus
060626.png,populus
092176.png,fagus
107668.png,urticaceae
051047.png,alnus
113565.png,tilia
075449.png,urticaceae
055140.png,urticaceae
008280.png,betula
100458.png,picea
086216.png,urticaceae
046057.png,tilia
101150.png,cupressaceae
033910.png,alnus
069212.png,carpinus
052920.png,cupressaceae
074593.png,corylus
025813.png,alnus
034037.png,populus
038931.png,picea
089293.png,corylus
001766.png,corylus
019444.png,betula
090673.png,pinus
030152.png,corylus
091831.png,salix
069607.png,fagus
096223.png,fagus
056521.png,cupressaceae
082612.png,poaceae
020135.png,quercus
055236.png,pinus
021947.png,salix
038351.png,fraxinus
050042.png,pinus
042780.png,carpinus
105564.png,alnus
025113.png,poaceae
041322.png,urticaceae
012983.png,fagus
032325.png,betula
094831.png,populus
076886.png,poaceae
003104.png,fraxinus
022447.png,salix
047786.png,fagus
050260.png,quercus
030675.png,corylus
087831.png,tilia
050307.png,tilia
097198.png,populus
074809.png,quercus
087020.png,pinus
025171.png,betula
011570.png,betula
091243.png,tilia
014702.png,fraxinus
096048.png,poaceae
111201.png,fraxinus
069105.png,pinus
085409.png,quercus
106441.png,fraxinus
043601.png,pinus
018732.png,pinus
063998.png,picea
001544.png,corylus
089100.png,quercus
087106.png,quercus
047100.png,alnus
085730.png,salix
082735.png,pinus
080199.png,pinus
071614.png,poaceae
111409.png,cupressaceae
047235.png,picea
093846.png,salix
092003.png,corylus
088372.png,pinus
031459.png,pinus
110512.png,populus
094489.png,salix
008957.png,corylus
073938.png,fagus
051558.png,poaceae
078420.png,picea
102029.png,urticaceae
095753.png,corylus
023904.png,corylus
039597.png,quercus
113294.png,populus
023583.png,tilia
032942.png,poaceae
016654.png,carpinus
020506.png,alnus
018690.png,poaceae
038512.png,fraxinus
053262.png,quercus
051535.png,salix
065784.png,fagus
064542.png,corylus
113405.png,fraxinus
068013.png,picea
079930.png,alnus
017191.png,picea
085943.png,betula
088549.png,cupressaceae
046128.png,alnus
080371.png,picea
026321.png,populus
100423.png,poaceae
057569.png,alnus
012772.png,carpinus
003191.png,poaceae
099643.png,corylus
044564.png,quercus
038883.png,carpinus
031774.png,alnus
013488.png,populus
023435.png,salix
056466.png,carpinus
025036.png,pinus
099642.png,quercus
003605.png,poaceae
021514.png,carpinus
076650.png,betula
101366.png,alnus
086799.png,pinus
103782.png,corylus
048160.png,betula
045427.png,poaceae
055252.png,poaceae
100067.png,fagus
099587.png,populus
058736.png,fraxinus
023946.png,pinus
061694.png,poaceae
049869.png,tilia
003899.png,urticaceae
089959.png,picea
081548.png,tilia
090905.png,populus
001938.png,corylus
030281.png,salix
000711.png,fraxinus
032431.png,salix
083547.png,salix
036147.png,carpinus
079337.png,cupressaceae
045169.png,corylus
036394.png,cupressaceae
060044.png,pinus
065572.png,poaceae
098599.png,poaceae
033072.png,fagus
038220.png,cupressaceae
027098.png,corylus
074445.png,corylus
094869.png,populus
065940.png,salix
013476.png,urticaceae
099992.png,carpinus
053963.png,quercus
089353.png,cupressaceae
036355.png,cupressaceae
029721.png,picea
010002.png,betula
053848.png,cupressaceae
078845.png,picea
091534.png,populus
023725.png,fraxinus
070825.png,populus
052064.png,quercus
088446.png,alnus
016826.png,salix
022142.png,picea
002122.png,cupressaceae
041963.png,fagus
083184.png,fagus
076896.png,cupressaceae
080272.png,poaceae
082445.png,fraxinus
024781.png,cupressaceae
086795.png,betula
033297.png,quercus
033625.png,picea
006619.png,cupressaceae
086955.png,urticaceae
013148.png,pinus
105958.png,pinus
063901.png,poaceae
031820.png,fraxinus
110481.png,betula
017387.png,carpinus
045725.png,quercus
012221.png,urticaceae
008493.png,betula
112550.png,corylus
084439.png,carpinus
018330.png,urticaceae
099229.png,tilia
080887.png,urticaceae
027892.png,quercus
097282.png,corylus
011212.png,poaceae
038013.png,fagus
042461.png,carpinus
041918.png,fraxinus
037947.png,picea
106496.png,cupressaceae
061385.png,quercus
013204.png,salix
055685.png,populus
027400.png,alnus
082329.png,quercus
089578.png,poaceae
063189.png,fraxinus
066104.png,cupressaceae
028319.png,alnus
010872.png,pinus
076577.png,pinus
071645.png,alnus
007452.png,carpinus
093437.png,populus
084925.png,cupressaceae
022624.png,picea
088499.png,cupressaceae
061679.png,poaceae
111172.png,pinus
010419.png,urticaceae
037422.png,betula
010552.png,fagus
027140.png,populus
090535.png,fraxinus
075546.png,fraxinus
076913.png,betula
034100.png,corylus
064675.png,fraxinus
095553.png,quercus
038619.png,fagus
028461.png,fagus
052021.png,urticaceae
004788.png,poaceae
009272.png,corylus
047418.png,tilia
046303.png,tilia
003983.png,tilia
080424.png,urticaceae
099938.png,carpinus
083329.png,poaceae
067246.png,urticaceae
030069.png,picea
077640.png,betula
052344.png,quercus
041233.png,betula
098618.png,quercus
092883.png,tilia
023106.png,carpinus
105187.png,corylus
086751.png,populus
051271.png,betula
096914.png,cupressaceae
042176.png,fagus
040824.png,fraxinus
021702.png,betula
041571.png,picea
106245.png,fagus
002091.png,salix
019036.png,cupressaceae
108692.png,pinus
067025.png,salix
052069.png,poaceae
110162.png,pinus
025777.png,corylus
093293.png,corylus
079723.png,urticaceae
042563.png,cupressaceae
025848.png,poaceae
112737.png,cupressaceae
105525.png,fagus
010571.png,alnus
074619.png,poaceae
075107.png,urticaceae
077377.png,populus
044650.png,poaceae
075717.png,fagus
085205.png,corylus
110145.png,alnus
043107.png,salix
115061.png,pinus
072650.png,carpinus
077664.png,fagus
027458.png,quercus
042604.png,urticaceae
115057.png,picea
111632.png,tilia
099677.png,picea
088003.png,urticaceae
079307.png,fraxinus
034613.png,fraxinus
024221.png,fraxinus
103333.png,quercus
115107.png,corylus
054606.png,pinus
018773.png,carpinus
015001.png,urticaceae
007737.png,cupressaceae
067501.png,fraxinus
020604.png,fraxinus
103447.png,carpinus
091151.png,tilia
058604.png,salix
053024.png,fraxinus
025630.png,tilia
056561.png,salix
004707.png,pinus
040357.png,cupressaceae
074783.png,betula
067388.png,populus
102064.png,fraxinus
040889.png,populus
068353.png,salix
061361.png,salix
080685.png,poaceae
071010.png,picea
080207.png,quercus
020009.png,picea
012064.png,picea
114745.png,pinus
008706.png,picea
065887.png,corylus
066888.png,populus
061691.png,carpinus
048832.png,picea
080448.png,fagus
102752.png,alnus
096709.png,poaceae
022198.png,poaceae
033342.png,cupressaceae
080965.png,urticaceae
008670.png,pinus
012708.png,tilia
002830.png,betula
068243.png,urticaceae
066223.png,populus
032286.png,picea
021204.png,salix
057384.png,tilia
048001.png,corylus
025882.png,tilia
089599.png,betula
109422.png,corylus
085518.png,pinus
112908.png,carpinus
028111.png,corylus
097011.png,fagus
004088.png,corylus
096205.png,picea
074714.png,fagus
026864.png,urticaceae
007692.png,salix
113511.png,fagus
088361.png,salix
009893.png,poaceae
090129.png,quercus
074689.png,carpinus
078329.png,urticaceae
030795.png,fraxinus
069024.png,alnus
066197.png,betula
038129.png,picea
034961.png,corylus
017715.png,carpinus
001511.png,picea
035485.png,betula
105368.png,quercus
111964.png,quercus
111302.png,betula
079847.png,quercus
056324.png,carpinus
006886.png,quercus
013604.png,betula
069061.png,corylus
057349.png,alnus
001572.png,salix
067235.png,fraxinus
109921.png,quercus
018438.png,carpinus
005780.png,betula
010840.png,fagus
017089.png,quercus
068189.png,salix
091229.png,alnus
111949.png,picea
085366.png,populus
017307.png,tilia
063387.png,carpinus
089917.png,cupressaceae
100089.png,salix
089029.png,pinus
086051.png,betula
069421.png,pinus
055654.png,pinus
004085.png,urticaceae
057905.png,pinus
045648.png,corylus
078520.png,carpinus
031634.png,populus
111744.png,quercus
064251.png,betula
083290.png,fagus
027377.png,fraxinus
085192.png,quercus
019869.png,betula
041147.png,cupressaceae
043780.png,fagus
087710.png,quercus
006430.png,poaceae
023185.png,betula
006168.png,salix
041379.png,corylus
036012.png,poaceae
061988.png,pinus
030162.png,salix
073959.png,fraxinus
037609.png,salix
087833.png,alnus
054361.png,alnus
065276.png,picea
081808.png,urticaceae
014439.png,salix
060450.png,urticaceae
062175.png,alnus
036899.png,fraxinus
107471.png,pinus
083849.png,alnus
052176.png,carpinus
013584.png,salix
019168.png,populus
012998.png,pinus
000683.png,urticaceae
016001.png,carpinus
114426.png,picea
023783.png,salix
017589.png,fagus
079688.png,carpinus
016358.png,fagus
018913.png,corylus
079730.png,salix
089342.png,quercus
107587.png,corylus
025006.png,corylus
080550.png,alnus
112583.png,salix
003897.png,fagus
052448.png,carpinus
038889.png,betula
026825.png,populus
013491.png,pinus
012744.png,corylus
001784.png,urticaceae
029822.png,poaceae
043205.png,betula
032376.png,urticaceae
084020.png,carpinus
104407.png,cupressaceae
027203.png,pinus
064177.png,corylus
040964.png,populus
104138.png,quercus
087283.png,fraxinus
062007.png,corylus
108078.png,populus
035474.png,corylus
044596.png,populus
099847.png,alnus
095732.png,pinus
035306.png,quercus
100684.png,salix
045871.png,populus
077410.png,carpinus
053385.png,corylus
055348.png,poaceae
090466.png,pinus
085076.png,salix
021434.png,corylus
109637.png,cupressaceae
005668.png,quercus
039802.png,alnus
093232.png,cupressaceae
058891.png,pinus
008807.png,picea
033414.png,fagus
008123.png,alnus
068871.png,tilia
104993.png,tilia
022727.png,picea
057661.png,fagus
017879.png,urticaceae
022688.png,betula
036909.png,fagus
048079.png,pinus
113256.png,betula
057850.png,carpinus
051076.png,betula
110518.png,carpinus
027266.png,picea
096853.png,cupressaceae
085613.png,cupressaceae
110828.png,alnus
051935.png,fagus
099788.png,populus
033599.png,populus
029588.png,populus
047850.png,tilia
058835.png,salix
089828.png,cupressaceae
051960.png,cupressaceae
105234.png,salix
027077.png,salix
088368.png,populus
067873.png,tilia
048919.png,betula
093644.png,cupressaceae
075884.png,pinus
018743.png,fraxinus
083715.png,tilia
077851.png,fraxinus
052125.png,corylus
099396.png,carpinus
066282.png,betula
073607.png,tilia
037589.png,fagus
092123.png,tilia
008659.png,picea
015462.png,urticaceae
046373.png,poaceae
102492.png,picea
081069.png,tilia
035669.png,tilia
008046.png,fagus
014562.png,betula
020723.png,fraxinus
004916.png,picea
036898.png,tilia
010147.png,tilia
018151.png,quercus
046268.png,quercus
016161.png,salix
059930.png,tilia
020112.png,urticaceae
018459.png,corylus
090004.png,poaceae
048226.png,betula
049249.png,fagus
084322.png,alnus
013220.png,alnus
045282.png,carpinus
007268.png,quercus
044292.png,salix
084145.png,carpinus
023542.png,populus
030769.png,populus
056139.png,quercus
060301.png,salix
033666.png,tilia
049134.png,corylus
061199.png,betula
018197.png,salix
044755.png,corylus
074408.png,salix
030883.png,betula
034481.png,salix
050966.png,cupressaceae
091492.png,alnus
075530.png,salix
021838.png,tilia
097228.png,cupressaceae
048757.png,salix
103832.png,fagus
034401.png,populus
027662.png,betula
074943.png,poaceae
084238.png,picea
049247.png,cupressaceae
106342.png,populus
080222.png,urticaceae
058757.png,populus
046173.png,carpinus
033291.png,corylus
012508.png,cupressaceae
035727.png,pinus
088600.png,corylus
088356.png,urticaceae
041771.png,alnus
101555.png,salix
093802.png,populus
010065.png,tilia
083949.png,fagus
065582.png,carpinus
009266.png,carpinus
112229.png,salix
085630.png,pinus
083556.png,tilia
009724.png,tilia
022258.png,tilia
008346.png,pinus
086018.png,tilia
068360.png,poaceae
031007.png,picea
069568.png,alnus
045979.png,fraxinus
081961.png,pinus
072627.png,betula
094622.png,salix
050554.png,poaceae
014036.png,carpinus
057261.png,quercus
038072.png,alnus
007615.png,corylus
070475.png,quercus
097366.png,urticaceae
054498.png,fagus
064696.png,salix
032175.png,quercus
081955.png,picea
094144.png,quercus
025627.png,pinus
030839.png,pinus
062633.png,alnus
097793.png,picea
075453.png,salix
010053.png,picea
112559.png,urticaceae
007986.png,poaceae
050258.png,betula
022243.png,poaceae
004061.png,quercus
073159.png,cupressaceae
107442.png,alnus
029318.png,alnus
096687.png,poaceae
011039.png,salix
113374.png,salix
093965.png,salix
020446.png,fagus
024910.png,quercus
016646.png,quercus
087037.png,fraxinus
074280.png,pinus
045390.png,poaceae
028005.png,fraxinus
061393.png,cupressaceae
091425.png,salix
047764.png,betula
108508.png,corylus
043894.png,carpinus
005373.png,populus
099461.png,picea
104195.png,urticaceae
085150.png,fagus
006019.png,poaceae
002734.png,betula
001533.png,cupressaceae
096118.png,betula
010920.png,pinus
006558.png,fraxinus
104522.png,tilia
002732.png,carpinus
078418.png,pinus
063704.png,carpinus
007120.png,tilia
020508.png,tilia
023289.png,poaceae
101662.png,quercus
001342.png,corylus
039598.png,cupressaceae
078125.png,populus
017673.png,picea
062835.png,cupressaceae
069790.png,populus
094822.png,cupressaceae
109334.png,tilia
093381.png,poaceae
044431.png,populus
111940.png,tilia
114728.png,alnus
010258.png,cupressaceae
003574.png,pinus
010009.png,alnus
003123.png,carpinus
051547.png,fagus
033332.png,tilia
022785.png,carpinus
002165.png,fagus
106919.png,alnus
004541.png,alnus
015774.png,betula
009601.png,alnus
005478.png,corylus
080500.png,betula
051355.png,corylus
068570.png,urticaceae
067250.png,alnus
049545.png,pinus
045915.png,pinus
015923.png,betula
045287.png,fraxinus
080006.png,betula
018629.png,carpinus
083351.png,fagus
084805.png,fagus
068995.png,fraxinus
104891.png,pinus
083940.png,poaceae
060505.png,picea
049643.png,cupressaceae
007228.png,betula
087051.png,pinus
091668.png,alnus
039976.png,urticaceae
060431.png,picea
009365.png,quercus
067412.png,corylus
013865.png,carpinus
082988.png,picea
100310.png,picea
004357.png,salix
106210.png,cupressaceae
043756.png,corylus
074525.png,fagus
016819.png,picea
087232.png,tilia
109120.png,populus
070392.png,carpinus
102060.png,corylus
008035.png,cupressaceae
085200.png,corylus
066980.png,tilia
000223.png,carpinus
004911.png,quercus
037645.png,populus
086696.png,salix
026613.png,salix
041039.png,picea
108989.png,urticaceae
011828.png,quercus
036973.png,salix
016674.png,picea
028866.png,salix
012578.png,quercus
060343.png,cupressaceae
004971.png,fagus
082251.png,picea
009544.png,poaceae
055779.png,picea
035670.png,tilia
049956.png,salix
026183.png,salix
109163.png,picea
059890.png,carpinus
032526.png,quercus
007487.png,fagus
029830.png,carpinus
055609.png,tilia
036757.png,betula
099130.png,fraxinus
031694.png,cupressaceae
056749.png,betula
096310.png,tilia
100617.png,fagus
012383.png,cupressaceae
091104.png,alnus
065235.png,alnus
024057.png,carpinus
056256.png,populus
006119.png,betula
092861.png,pinus
003955.png,pinus
059182.png,quercus
072772.png,alnus
022578.png,picea
106152.png,urticaceae
106657.png,salix
016096.png,populus
085033.png,fraxinus
093118.png,carpinus
017325.png,salix
013866.png,corylus
077670.png,populus
071252.png,quercus
022766.png,pinus
010101.png,picea
064652.png,salix
067658.png,urticaceae
016257.png,cupressaceae
080743.png,quercus
081866.png,pinus
006584.png,urticaceae
011785.png,quercus
009486.png,urticaceae
016982.png,corylus
006403.png,picea
112301.png,populus
038802.png,alnus
103332.png,alnus
110027.png,pinus
007230.png,fraxinus
104317.png,cupressaceae
058131.png,populus
042075.png,poaceae
048910.png,alnus
054196.png,tilia
044988.png,cupressaceae
052560.png,fraxinus
103519.png,betula
058677.png,cupressaceae
052425.png,quercus
001177.png,urticaceae
007329.png,betula
110571.png,poaceae
077954.png,urticaceae
057679.png,cupressaceae
049698.png,quercus
081826.png,cupressaceae
015407.png,cupressaceae
058773.png,alnus
092338.png,salix
005926.png,pinus
012051.png,fagus
026317.png,fraxinus
042525.png,pinus
065090.png,alnus
091031.png,fraxinus
053557.png,quercus
106907.png,tilia
009120.png,quercus
053105.png,tilia
058903.png,fagus
091301.png,picea
031923.png,betula
053641.png,fagus
105373.png,tilia
039626.png,fagus
010651.png,picea
032764.png,pinus
068094.png,salix
106284.png,cupressaceae
041846.png,pinus
004602.png,betula
085825.png,carpinus
061619.png,salix
019683.png,poaceae
023297.png,carpinus
112018.png,salix
081499.png,fagus
008429.png,salix
091537.png,populus
018835.png,salix
067071.png,fagus
047940.png,populus
095081.png,betula
090020.png,urticaceae
054086.png,fraxinus
055090.png,pinus
007385.png,pinus
051775.png,betula
101597.png,quercus
030348.png,quercus
063502.png,corylus
070577.png,tilia
007779.png,fraxinus
040930.png,alnus
017788.png,betula
059145.png,cupressaceae
052383.png,corylus
027068.png,corylus
010601.png,fagus
112554.png,fagus
034661.png,alnus
021764.png,alnus
